idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
3186,"Girl, Interrupted (1999)","Biography",1999,"Germany","James Mangold"
3187,"Trans (1998)","Drama",1998,"USA","Julian Goldberger"
3188,"Life and Times of Hank Greenberg, The (1998)","Documentary",1998,"USA","Aviva Kempner"
3189,"My Dog Skip (1999)","Drama",1999,"USA","Jay Russell"
3190,"Supernova (2000)","Sci-Fi",2000,"USA","Walter Hill"
3191,"Quarry, The (1998)","Drama",1998,"Spain","Marion H&#xE4;nsel"
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)","Drama",1998,"India","Santosh Sivan"
3193,"Creature (1999)","Documentary",1999,"USA","Parris Patton"
3194,"Way We Were, The (1973)","Drama",1973,"USA","Sydney Pollack"
3195,"Tess of the Storm Country (1922)","Drama",1922,"USA","John S. Robertson"
3196,"Stalag 17 (1953)","Comedy",1953,"USA","Billy Wilder"
3197,"Presidio, The (1988)","Action",1988,"USA","Peter Hyams"
3198,"Papillon (1973)","Biography",1973,"USA","Franklin J. Schaffner"
3199,"Pal Joey (1957)","Drama",1957,"USA","George Sidney"
3200,"Last Detail, The (1973)","Comedy",1973,"USA","Hal Ashby"
3201,"Five Easy Pieces (1970)","Drama",1970,"USA","Bob Rafelson"
3203,"Dead Calm (1989)","Drama",1989,"Australia","Phillip Noyce"
3204,"Boys from Brazil, The (1978)","Drama",1978,"UK","Franklin J. Schaffner"
3205,"Black Sunday (Maschera del demonio, La) (1960)","Horror",1960,"Italy","Mario Bava"
3206,"Against All Odds (1984)","Action",1984,"USA","Taylor Hackford"
3207,"Snows of Kilimanjaro, The (1952)","Adventure",1952,"USA","Henry King"
3208,"Loaded Weapon 1 (1993)","Action",1993,"USA","Gene Quintano"
3209,"Loves of Carmen, The (1948)","Drama",1948,"USA","Charles Vidor"
3210,"Fast Times at Ridgemont High (1982)","Comedy",1982,"USA","Amy Heckerling"
3211,"Cry in the Dark, A (1988)","Drama",1988,"Australia","Fred Schepisi"
3212,"Born to Win (1971)","Comedy",1971,"USA","Ivan Passer"
3213,"Batman: Mask of the Phantasm (1993)","Animation",1993,"USA","Eric Radomski"
3214,"American Flyers (1985)","Drama",1985,"USA","John Badham"
3215,"Voyage of the Damned (1976)","Drama",1976,"UK","Stuart Rosenberg"
3216,"Vampyros Lesbos (Las Vampiras) (1971)","Horror",1971,"West Germany","Jesus Franco"
3217,"Star Is Born, A (1937)","Drama",1937,"USA","William A. Wellman"
3218,"Poison (1991)","Drama",1991,"USA","Todd Haynes"
3219,"Pacific Heights (1990)","Mystery",1990,"USA","John Schlesinger"
3220,"Night Tide (1961)","Mystery",1961,"USA","Curtis Harrington"
3222,"Carmen (1984)","Drama",1984,"France","Francesco Rosi"
3223,"Zed & Two Noughts, A (1985)","Drama",1985,"UK","Peter Greenaway"
3224,"Woman in the Dunes (Suna no onna) (1964)","Drama",1964,"Japan","Hiroshi Teshigahara"
3225,"Down to You (2000)","Romance",2000,"USA","Kris Isacsson"
3226,"Hellhounds on My Trail (1999)","Documentary",1999,"USA","Robert Mugge"
3228,"Wirey Spindell (2000)","Comedy",2000,"USA","Eric Schaeffer"
3230,"Odessa File, The (1974)","Thriller",1974,"UK","Ronald Neame"
3231,"Saphead, The (1920)","Comedy",1920,"USA","Herbert Blach&#xE9;"
3232,"Seven Chances (1925)","Comedy",1925,"USA","Buster Keaton"
3233,"Smashing Time (1967)","Comedy",1967,"UK","Desmond Davis"
3234,"Train Ride to Hollywood (1975)","Comedy",1975,"USA","Charles R. Rondeau"
3235,"Where the Buffalo Roam (1980)","Biography",1980,"USA","Art Linson"
3236,"Zachariah (1971)","Comedy",1971,"USA","George Englund"
3238,"Eye of the Beholder (1999)","Drama",1999,"Canada","Stephan Elliott"
3240,"Big Tease, The (1999)","Comedy",1999,"UK","Kevin Allen"
3241,"Cup, The (Ph?â?Ârpa) (1999)","Comedy",1999,"Bhutan","Khyentse Norbu"
3242,"Santitos (1999)","Comedy",1999,"Mexico","Alejandro Springall"
3243,"Encino Man (1992)","Comedy",1992,"USA","Les Mayfield"
3244,"Goodbye Girl, The (1977)","Comedy",1977,"USA","Herbert Ross"
3245,"I Am Cuba (Soy Cuba/Ya Kuba) (1964)","Drama",1964,"Soviet Union","Mikhail Kalatozov"
3246,"Malcolm X (1992)","Biography",1992,"USA","Spike Lee"
3247,"Sister Act (1992)","Comedy",1992,"USA","Emile Ardolino"
3248,"Sister Act 2: Back in the Habit (1993)","Comedy",1993,"USA","Bill Duke"
3249,"Hand That Rocks the Cradle, The (1992)","Drama",1992,"USA","Curtis Hanson"
3250,"Alive (1993)","Action",1993,"USA","Frank Marshall"
3251,"Agnes of God (1985)","Drama",1985,"USA","Norman Jewison"
3252,"Scent of a Woman (1992)","Drama",1992,"USA","Martin Brest"
3255,"League of Their Own, A (1992)","Comedy",1992,"USA","Penny Marshall"
3256,"Patriot Games (1992)","Action",1992,"USA","Phillip Noyce"
3257,"Bodyguard, The (1992)","Romance",1992,"USA","Mick Jackson"
3258,"Death Becomes Her (1992)","Comedy",1992,"USA","Robert Zemeckis"
3259,"Far and Away (1992)","Adventure",1992,"USA","Ron Howard"
3260,"Howards End (1992)","Drama",1992,"UK","James Ivory"
3261,"Singles (1992)","Comedy",1992,"USA","Cameron Crowe"
3262,"Twin Peaks: Fire Walk with Me (1992)","Drama",1992,"France","David Lynch"
3264,"Buffy the Vampire Slayer (1992)","Horror",1992,"USA","Fran Rubel Kuzui"
3265,"Hard-Boiled (Lat sau san taam) (1992)","Action",1992,"Hong Kong","John Woo"
3267,"Mariachi, El (1992)","Action",1992,"Mexico","Robert Rodriguez"
3268,"Stop! Or My Mom Will Shoot (1992)","Action",1992,"USA","Roger Spottiswoode"
3269,"Forever Young (1992)","Adventure",1992,"USA","Steve Miner"
3270,"Cutting Edge, The (1992)","Comedy",1992,"USA","Paul Michael Glaser"
3271,"Of Mice and Men (1992)","Drama",1992,"USA","Gary Sinise"
3272,"Bad Lieutenant (1992)","Crime",1992,"USA","Abel Ferrara"
3273,"Scream 3 (2000)","Horror",2000,"USA","Wes Craven"
3274,"Single White Female (1992)","Thriller",1992,"USA","Barbet Schroeder"
3275,"Boondock Saints, The (2000)","Action",2000,"Canada","Troy Duffy"
3276,"Gun Shy (2000)","Comedy",2000,"USA","Eric Blakeney"
3278,"Gendernauts (1999)","Documentary",1999,"USA","Monika Treut"
3279,"Knockout (1999)","Adult",1999,"USA","Jonathan Morgan"
3280,"Baby, The (1973)","Action",1973,"Japan","Kenji Misumi"
3281,"Brandon Teena Story, The (1998)","Documentary",1998,"USA","Susan Muska"
3282,"Different for Girls (1996)","Comedy",1996,"UK","Richard Spence"
3283,"Minnie and Moskowitz (1971)","Comedy",1971,"USA","John Cassavetes"
3284,"They Might Be Giants (1971)","Mystery",1971,"USA","Anthony Harvey"
3285,"Beach, The (2000)","Adventure",2000,"USA","Danny Boyle"
3286,"Snow Day (2000)","Comedy",2000,"USA","Chris Koch"
3287,"Tigger Movie, The (2000)","Animation",2000,"USA","Jun Falkenstein"
3288,"Cotton Mary (1999)","Drama",1999,"France","Ismail Merchant"
3289,"Not One Less (Yi ge dou bu neng shao) (1999)","Comedy",1999,"China","Yimou Zhang"
3290,"Soft Toilet Seats (1999)","Comedy",1999,"USA","Tina Valinsky"
3291,"Trois (2000)","Romance",2000,"USA","Rob Hardy"
3292,"Big Combo, The (1955)","Crime",1955,"USA","Joseph H. Lewis"
3293,"Conceiving Ada (1997)","Drama",1997,"USA","Lynn Hershman-Leeson"
3294,"Eaten Alive (1976)","Horror",1976,"USA","Tobe Hooper"
3295,"Raining Stones (1993)","Drama",1993,"UK","Ken Loach"
3296,"To Sir with Love (1967)","Drama",1967,"UK","James Clavell"
3297,"With Byrd at the South Pole (1930)","Documentary",1930,"USA","Unknown"
3298,"Boiler Room (2000)","Thriller",2000,"USA","Ben Younger"
3299,"Hanging Up (2000)","Comedy",2000,"USA","Diane Keaton"
3300,"Pitch Black (2000)","Action",2000,"USA","David Twohy"
3301,"Whole Nine Yards, The (2000)","Adventure",2000,"USA","Jonathan Lynn"
3302,"Beautiful People (1999)","Comedy",1999,"UK","Jasmin Dizdar"
3303,"Black Tar Heroin: The Dark End of the Street (2000)","Documentary",2000,"USA","Steven Okazaki"
3304,"Blue Collar (1978)","Crime",1978,"USA","Paul Schrader"
3305,"Bluebeard (1944)","Crime",1944,"USA","Edgar G. Ulmer"
3306,"Circus, The (1928)","Comedy",1928,"USA","Charles Chaplin"
3307,"City Lights (1931)","Comedy",1931,"USA","Charles Chaplin"
3308,"Flamingo Kid, The (1984)","Comedy",1984,"USA","Garry Marshall"
3311,"Man from Laramie, The (1955)","Mystery",1955,"USA","Anthony Mann"
3312,"McCullochs, The (1975)","Drama",1975,"USA","Max Baer Jr."
3313,"Class Reunion (1982)","Comedy",1982,"USA","Michael Miller"
3314,"Big Trees, The (1952)","Action",1952,"USA","Felix E. Feist"
3315,"Happy Go Lovely (1951)","Comedy",1951,"UK","H. Bruce Humberstone"
3316,"Reindeer Games (2000)","Action",2000,"USA","John Frankenheimer"
3317,"Wonder Boys (2000)","Drama",2000,"UK","Curtis Hanson"
3318,"Deterrence (1999)","Drama",1999,"France","Rod Lurie"
3319,"Judy Berlin (1999)","Comedy",1999,"USA","Eric Mendelsohn"
3321,"Waiting Game, The (2000)","Comedy",2000,"USA","Ken Liotti"
3322,"3 Strikes (2000)","Comedy",2000,"USA","DJ Pooh"
3323,"Chain of Fools (2000)","Comedy",2000,"USA","Pontus L&#xF6;wenhielm"
3324,"Drowning Mona (2000)","Crime",2000,"USA","Nick Gomez"
3325,"Next Best Thing, The (2000)","Comedy",2000,"USA","John Schlesinger"
3326,"What Planet Are You From? (2000)","Comedy",2000,"USA","Mike Nichols"
3327,"Beyond the Mat (1999)","Documentary",1999,"USA","Barry W. Blaustein"
3328,"Ghost Dog: The Way of the Samurai (1999)","Crime",1999,"France","Jim Jarmusch"
3329,"Year My Voice Broke, The (1987)","Drama",1987,"Australia","John Duigan"
3330,"Splendor in the Grass (1961)","Drama",1961,"USA","Elia Kazan"
3331,"My Tutor (1983)","Comedy",1983,"USA","George Bowers"
3332,"Legend of Lobo, The (1962)","Family",1962,"USA","James Algar"
3333,"Killing of Sister George, The (1968)","Drama",1968,"USA","Robert Aldrich"
3334,"Key Largo (1948)","Crime",1948,"USA","John Huston"
3335,"Jail Bait (1954)","Crime",1954,"USA","Edward D. Wood Jr."
3336,"It Happened Here (1966)","Drama",1966,"UK","Kevin Brownlow"
3338,"For All Mankind (1989)","Documentary",1989,"USA","Al Reinert"
3339,"Cross of Iron (1977)","Action",1977,"UK","Sam Peckinpah"
3340,"Bride of the Monster (1955)","Horror",1955,"USA","Edward D. Wood Jr."
3341,"Born Yesterday (1950)","Comedy",1950,"USA","George Cukor"
3342,"Birdy (1984)","Drama",1984,"USA","Alan Parker"
3343,"And God Created Woman (1988)","Comedy",1988,"USA","Roger Vadim"
3344,"Blood Feast (1963)","Crime",1963,"USA","Herschell Gordon Lewis"
3345,"Charlie, the Lonesome Cougar (1967)","Family",1967,"USA","Winston Hibler"
3346,"Color Me Blood Red (1965)","Crime",1965,"USA","Herschell Gordon Lewis"
3347,"Never Cry Wolf (1983)","Adventure",1983,"USA","Carroll Ballard"
3348,"Night Visitor, The (1970)","Crime",1970,"USA","Laslo Benedek"
3349,"Perils of Pauline, The (1947)","Biography",1947,"USA","George Marshall"
3350,"Raisin in the Sun, A (1961)","Drama",1961,"USA","Daniel Petrie"
3351,"Two Thousand Maniacs! (1964)","Horror",1964,"USA","Herschell Gordon Lewis"
3353,"Closer You Get, The (2000)","Comedy",2000,"UK","Aileen Ritchie"
3354,"Mission to Mars (2000)","Adventure",2000,"USA","Brian De Palma"
3355,"Ninth Gate, The (1999)","Drama",1999,"Spain","Roman Polanski"
3356,"Condo Painting (2000)","Documentary",2000,"USA","John McNaughton"
3357,"East-West (Est-ouest) (1999)","Drama",1999,"France","R&#xE9;gis Wargnier"
3358,"Defending Your Life (1991)","Comedy",1991,"USA","Albert Brooks"
3359,"Breaking Away (1979)","Comedy",1979,"USA","Peter Yates"
3360,"Hoosiers (1986)","Drama",1986,"UK","David Anspaugh"
3361,"Bull Durham (1988)","Comedy",1988,"USA","Ron Shelton"
3362,"Dog Day Afternoon (1975)","Crime",1975,"USA","Sidney Lumet"
3363,"American Graffiti (1973)","Comedy",1973,"USA","George Lucas"
3364,"Asphalt Jungle, The (1950)","Crime",1950,"USA","John Huston"
3365,"Searchers, The (1956)","Adventure",1956,"USA","John Ford"
3368,"Big Country, The (1958)","Drama",1958,"USA","William Wyler"
3369,"Any Number Can Win (M?â?®lodie en sous-sol ) (1963)","Crime",1963,"France","Henri Verneuil"
3370,"Betrayed (1988)","Drama",1988,"USA","Costa-Gavras"
3371,"Bound for Glory (1976)","Biography",1976,"USA","Hal Ashby"
3372,"Bridge at Remagen, The (1969)","Action",1969,"USA","John Guillermin"
3373,"Buck and the Preacher (1972)","Adventure",1972,"USA","Sidney Poitier"
3374,"Daughters of the Dust (1991)","Drama",1991,"USA","Julie Dash"
3375,"Destination Moon (1950)","Adventure",1950,"USA","Irving Pichel"
3376,"Fantastic Night, The (La Nuit Fantastique) (1942)","Comedy",1942,"France","Marcel L&#x27;Herbier"
3377,"Hangmen Also Die (1943)","War",1943,"USA","Fritz Lang"
3378,"Ogre, The (Der Unhold) (1996)","Drama",1996,"France","Volker Schl&#xF6;ndorff"
3379,"On the Beach (1959)","Drama",1959,"USA","Stanley Kramer"
3380,"Railroaded! (1947)","Short",1947,"USA","Anthony Mann"
3381,"Slaves to the Underground (1997)","Comedy",1997,"USA","Kristine Peterson"
3382,"Song of Freedom (1936)","Drama",1936,"UK","J. Elder Wills"
3383,"Big Fella (1937)","Drama",1937,"UK","J. Elder Wills"
3384,"Taking of Pelham One Two Three, The (1974)","Crime",1974,"USA","Joseph Sargent"
3385,"Volunteers (1985)","Comedy",1985,"USA","Nicholas Meyer"
3386,"JFK (1991)","Biography",1991,"USA","Oliver Stone"
3388,"Harry and the Hendersons (1987)","Family",1987,"USA","William Dear"
3390,"Shanghai Surprise (1986)","Adventure",1986,"UK","Jim Goddard"
3392,"She-Devil (1989)","Comedy",1989,"USA","Susan Seidelman"
3393,"Date with an Angel (1987)","Comedy",1987,"USA","Tom McLoughlin"
3394,"Blind Date (1987)","Comedy",1987,"USA","Blake Edwards"
3395,"Nadine (1987)","Comedy",1987,"USA","Robert Benton"
3396,"Muppet Movie, The (1979)","Adventure",1979,"UK","James Frawley"
3397,"Great Muppet Caper, The (1981)","Comedy",1981,"UK","Jim Henson"
3398,"Muppets Take Manhattan, The (1984)","Comedy",1984,"USA","Frank Oz"
3399,"Sesame Street Presents Follow That Bird (1985)","Adventure",1985,"USA","Ken Kwapis"
3401,"Baby... Secret of the Lost Legend (1985)","Family",1985,"USA","Bill L. Norton"
3402,"Turtle Diary (1985)","Comedy",1985,"UK","John Irvin"
3403,"Raise the Titanic (1980)","Action",1980,"UK","Jerry Jameson"
3404,"Titanic (1953)","Action",1953,"USA","Jean Negulesco"
3405,"Night to Remember, A (1958)","Action",1958,"UK","Roy Ward Baker"
3406,"Captain Horatio Hornblower (1951)","Action",1951,"UK","Raoul Walsh"
3408,"Erin Brockovich (2000)","Biography",2000,"USA","Steven Soderbergh"
3409,"Final Destination (2000)","Horror",2000,"USA","James Wong"
3410,"Soft Fruit (1999)","Comedy",1999,"Australia","Christina Andreef"
3411,"Babymother (1998)","Drama",1998,"UK","Julian Henriques"
3413,"Impact (1949)","Crime",1949,"USA","Arthur Lubin"
3414,"Love Is a Many-Splendored Thing (1955)","Biography",1955,"USA","Henry King"
3415,"Mirror, The (Zerkalo) (1975)","Biography",1975,"Soviet Union","Andrei Tarkovsky"
3417,"Crimson Pirate, The (1952)","Action",1952,"USA","Robert Siodmak"
3418,"Thelma & Louise (1991)","Crime",1991,"USA","Ridley Scott"
3419,"Something for Everyone (1970)","Comedy",1970,"USA","Harold Prince"
3420,"...And Justice for All (1979)","Drama",1979,"USA","Norman Jewison"
3421,"Animal House (1978)","Comedy",1978,"USA","John Landis"
3423,"School Daze (1988)","Comedy",1988,"USA","Spike Lee"
3424,"Do the Right Thing (1989)","Drama",1989,"USA","Spike Lee"
3426,"Jungle Fever (1991)","Drama",1991,"USA","Spike Lee"
3428,"Champ, The (1979)","Drama",1979,"USA","Franco Zeffirelli"
3429,"Creature Comforts (1989)","Animation",1989,"UK","Nick Park"
3430,"Death Wish (1974)","Action",1974,"USA","Michael Winner"
3431,"Death Wish 2 (1982)","Action",1982,"USA","Michael Winner"
3432,"Death Wish 3 (1985)","Action",1985,"USA","Michael Winner"
3433,"Death Wish 4: The Crackdown (1987)","Action",1987,"USA","J. Lee Thompson"
3434,"Death Wish V: The Face of Death (1994)","Action",1994,"USA","Allan A. Goldstein"
3435,"Double Indemnity (1944)","Crime",1944,"USA","Billy Wilder"
3436,"Dying Young (1991)","Drama",1991,"USA","Joel Schumacher"
3437,"Cool as Ice (1991)","Comedy",1991,"USA","David Kellogg"
3438,"Teenage Mutant Ninja Turtles (1990)","Action",1990,"USA","Steve Barron"
3439,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)","Action",1991,"USA","Michael Pressman"
3440,"Teenage Mutant Ninja Turtles III (1993)","Action",1993,"USA","Stuart Gillard"
3441,"Red Dawn (1984)","Action",1984,"USA","John Milius"
3442,"Band of the Hand (1986)","Action",1986,"USA","Paul Michael Glaser"
3443,"Born American (1986)","Action",1986,"USA","Renny Harlin"
3444,"Bloodsport (1988)","Action",1988,"USA","Newt Arnold"
3445,"Eyes of Laura Mars (1978)","Horror",1978,"USA","Irvin Kershner"
3446,"Funny Bones (1995)","Comedy",1995,"UK","Peter Chelsom"
3447,"Good Earth, The (1937)","Drama",1937,"USA","Sidney Franklin"
3448,"Good Morning, Vietnam (1987)","Comedy",1987,"USA","Barry Levinson"
3449,"Good Mother, The (1988)","Drama",1988,"USA","Leonard Nimoy"
3450,"Grumpy Old Men (1993)","Comedy",1993,"USA","Donald Petrie"
3452,"Romeo Must Die (2000)","Action",2000,"USA","Andrzej Bartkowiak"
3453,"Here on Earth (2000)","Drama",2000,"USA","Mark Piznarski"
3454,"Whatever It Takes (2000)","Comedy",2000,"USA","David Raynr"
3455,"Buddy Boy (1999)","Drama",1999,"USA","Mark Hanlon"
3456,"Color of Paradise, The (Rang-e khoda) (1999)","Drama",1999,"Iran","Majid Majidi"
3457,"Waking the Dead (2000)","Drama",2000,"USA","Keith Gordon"
3458,"Blood and Sand (Sangre y Arena) (1989)","Drama",1989,"Spain","Javier Elorrieta"
3459,"Gothic (1986)","Biography",1986,"UK","Ken Russell"
3460,"Hillbillys in a Haunted House (1967)","Comedy",1967,"USA","Jean Yarbrough"
3461,"Lord of the Flies (1963)","Adventure",1963,"UK","Peter Brook"
3462,"Modern Times (1936)","Comedy",1936,"USA","Charles Chaplin"
3464,"Solar Crisis (1990)","Adventure",1990,"Japan","Richard C. Sarafian"
3466,"Heart and Souls (1993)","Comedy",1993,"USA","Ron Underwood"
3467,"Hud (1963)","Drama",1963,"USA","Martin Ritt"
3468,"Hustler, The (1961)","Drama",1961,"USA","Robert Rossen"
3469,"Inherit the Wind (1960)","Drama",1960,"USA","Stanley Kramer"
3470,"Dersu Uzala (1975)","Adventure",1975,"Soviet Union","Akira Kurosawa"
3471,"Close Encounters of the Third Kind (1977)","Adventure",1977,"USA","Steven Spielberg"
3472,"Horror Hotel (a.k.a. City of the Dead, The) (1960)","Horror",1960,"UK","John Llewellyn Moxey"
3474,"Retroactive (1997)","Action",1997,"USA","Louis Morneau"
3475,"Place in the Sun, A (1951)","Drama",1951,"USA","George Stevens"
3477,"Empire Records (1995)","Comedy",1995,"USA","Allan Moyle"
3478,"Bamba, La (1987)","Biography",1987,"USA","Luis Valdez"
3479,"Ladyhawke (1985)","Adventure",1985,"USA","Richard Donner"
3480,"Lucas (1986)","Comedy",1986,"USA","David Seltzer"
3481,"High Fidelity (2000)","Comedy",2000,"UK","Stephen Frears"
3483,"Road to El Dorado, The (2000)","Animation",2000,"USA","Bibo Bergeron"
3484,"Skulls, The (2000)","Action",2000,"USA","Rob Cohen"
3485,"Autopsy (Macchie Solari) (1975)","Drama",1975,"Italy","Armando Crispino"
3486,"Devil Girl From Mars (1954)","Sci-Fi",1954,"UK","David MacDonald"
3487,"El Dorado (1967)","Western",1967,"USA","Howard Hawks"
3488,"Hideous Sun Demon, The (1959)","Horror",1959,"USA","Robert Clarke"
3489,"Hook (1991)","Adventure",1991,"USA","Steven Spielberg"
3490,"Horror Express (1972)","Horror",1972,"UK","Eugenio Mart&#xED;n"
3491,"My Chauffeur (1986)","Comedy",1986,"USA","David Beaird"
3492,"Son of the Sheik, The (1926)","Adventure",1926,"USA","George Fitzmaurice"
3493,"Torso (I Corpi Presentano Tracce di Violenza Carnale) (1973)","Crime",1973,"Italy","Sergio Martino"
3494,"True Grit (1969)","Adventure",1969,"USA","Henry Hathaway"
3495,"Roadside Prophets (1992)","Adventure",1992,"USA","Abbe Wool"
3496,"Madame Sousatzka (1988)","Drama",1988,"UK","John Schlesinger"
3497,"Max Dugan Returns (1983)","Comedy",1983,"USA","Herbert Ross"
3498,"Midnight Express (1978)","Biography",1978,"UK","Alan Parker"
3499,"Misery (1990)","Thriller",1990,"USA","Rob Reiner"
